vehicleID,pickupLocation,dropoffLocation,pickupTime,dropoffTime
0AC42,"(114.1287, 22.550501)","(114.058998, 22.5214)",2014-06-01 13:49:10+00:00,2014-06-01 14:08:58+00:00
0AC42,"(114.059799, 22.523701000000003)","(114.05819699999999, 22.518)",2014-06-01 14:12:44+00:00,2014-06-01 14:16:26+00:00
0AC42,"(114.055603, 22.5168)","(114.020401, 22.5317)",2014-06-01 14:16:56+00:00,2014-06-01 14:28:26+00:00
0AC42,"(114.0242, 22.5315)","(114.056999, 22.5278)",2014-06-01 14:29:09+00:00,2014-06-01 14:37:03+00:00
0AC42,"(114.057098, 22.5285)","(114.080597, 22.543301)",2014-06-01 14:37:40+00:00,2014-06-01 14:52:56+00:00
0AC42,"(114.076103, 22.551201000000002)","(114.081299, 22.558901000000002)",2014-06-01 14:56:09+00:00,2014-06-01 15:00:25+00:00
0AC42,"(114.080399, 22.557501000000002)","(114.04900400000001, 22.5373)",2014-06-01 15:01:14+00:00,2014-06-01 15:17:09+00:00
0AC42,"(114.0495, 22.5371)","(114.168198, 22.562401)",2014-06-01 15:18:07+00:00,2014-06-01 16:08:27+00:00
0AC42,"(114.160103, 22.5625)","(114.108101, 22.5415)",2014-06-01 16:12:57+00:00,2014-06-01 16:29:06+00:00
0AC42,"(114.065903, 22.5476)","(114.105301, 22.5411)",2014-06-01 18:37:43+00:00,2014-06-01 18:51:04+00:00
0AC42,"(114.105598, 22.5413)","(114.079498, 22.5404)",2014-06-01 18:51:30+00:00,2014-06-01 18:58:20+00:00
0AC42,"(114.078102, 22.5401)","(114.060303, 22.523701000000003)",2014-06-01 18:59:51+00:00,2014-06-01 19:13:24+00:00
0AC42,"(114.063202, 22.5291)","(114.126503, 22.559998999999998)",2014-06-01 19:18:08+00:00,2014-06-01 19:35:37+00:00
0AC42,"(114.118103, 22.5464)","(114.116302, 22.5427)",2014-06-01 19:42:00+00:00,2014-06-01 19:46:34+00:00
0AC42,"(114.113899, 22.541)","(114.1129, 22.545601)",2014-06-01 19:50:23+00:00,2014-06-01 19:54:07+00:00
0AC42,"(114.11239599999999, 22.545601)","(114.096397, 22.540001)",2014-06-01 19:55:17+00:00,2014-06-01 20:01:32+00:00
0AC42,"(114.092201, 22.5415)","(114.0821, 22.5336)",2014-06-01 20:04:33+00:00,2014-06-01 20:11:21+00:00
0AC42,"(114.0821, 22.5336)","(114.0811, 22.5467)",2014-06-01 20:11:45+00:00,2014-06-01 20:18:31+00:00
0AC42,"(114.08159599999999, 22.547001)","(114.096397, 22.561501)",2014-06-01 20:19:58+00:00,2014-06-01 20:32:23+00:00
0AC42,"(114.096397, 22.561501)","(114.02649699999999, 22.5299)",2014-06-01 20:32:58+00:00,2014-06-01 20:59:09+00:00
0AC42,"(113.995598, 22.528601000000002)","(113.971603, 22.5396)",2014-06-01 21:47:14+00:00,2014-06-01 21:53:12+00:00
0AC42,"(113.971497, 22.5397)","(114.059303, 22.5341)",2014-06-01 21:55:41+00:00,2014-06-01 22:13:28+00:00
0AC42,"(114.052002, 22.535299)","(114.039597, 22.526999999999997)",2014-06-01 22:16:30+00:00,2014-06-01 22:24:07+00:00
0AC42,"(114.039101, 22.5271)","(114.040604, 22.5151)",2014-06-01 22:25:23+00:00,2014-06-01 22:31:45+00:00
0AC42,"(114.062401, 22.518499)","(114.001198, 22.6614)",2014-06-01 22:38:13+00:00,2014-06-01 23:11:35+00:00
0AC42,"(113.9991, 22.662201)","(114.118202, 22.541999999999998)",2014-06-01 23:13:20+00:00,2014-06-01 23:41:49+00:00
0AC42,"(114.056999, 22.5285)","(114.056999, 22.5285)",2014-06-01 23:59:47+00:00,2014-06-02 00:05:51+00:00
0AD42,"(114.0214, 22.5347)","(114.043297, 22.567698999999998)",2014-06-01 00:33:26+00:00,2014-06-01 00:44:08+00:00
0AD42,"(114.048897, 22.5688)","(113.978401, 22.5625)",2014-06-01 00:46:47+00:00,2014-06-01 01:01:41+00:00
0AD42,"(113.978897, 22.5634)","(114.038101, 22.5159)",2014-06-01 01:03:05+00:00,2014-06-01 01:14:11+00:00
0AD42,"(114.04070300000001, 22.5135)","(114.07869699999999, 22.5581)",2014-06-01 01:15:26+00:00,2014-06-01 01:27:05+00:00
0AD42,"(114.084, 22.5488)","(114.121498, 22.607401)",2014-06-01 01:37:35+00:00,2014-06-01 01:53:05+00:00
0AD42,"(114.129204, 22.612101000000003)","(114.114098, 22.5877)",2014-06-01 01:54:05+00:00,2014-06-01 02:06:19+00:00
0AD42,"(114.112801, 22.587799)","(114.086601, 22.5392)",2014-06-01 02:07:21+00:00,2014-06-01 02:21:18+00:00
0AD42,"(114.086601, 22.5392)","(113.966103, 22.5415)",2014-06-01 02:22:36+00:00,2014-06-01 02:40:32+00:00
0AD42,"(113.966103, 22.540701000000002)","(114.061203, 22.531601000000002)",2014-06-01 02:49:24+00:00,2014-06-01 03:01:17+00:00
0AD42,"(114.089401, 22.5432)","(114.114799, 22.5536)",2014-06-01 03:19:42+00:00,2014-06-01 03:30:36+00:00
0AD42,"(114.122704, 22.5502)","(114.11509699999999, 22.546101)",2014-06-01 03:42:14+00:00,2014-06-01 03:46:02+00:00
0AD42,"(114.116699, 22.5501)","(114.111603, 22.6019)",2014-06-01 04:02:28+00:00,2014-06-01 04:14:29+00:00
0AD42,"(114.110901, 22.598499)","(114.067902, 22.5287)",2014-06-01 04:24:20+00:00,2014-06-01 04:38:32+00:00
0AD42,"(114.057098, 22.525801)","(114.08609799999999, 22.5683)",2014-06-01 07:00:33+00:00,2014-06-01 07:12:29+00:00
0AD42,"(114.065498, 22.568899)","(114.043503, 22.557301000000002)",2014-06-01 07:18:44+00:00,2014-06-01 07:25:14+00:00
0AD42,"(114.039001, 22.563801)","(114.013702, 22.550301)",2014-06-01 07:50:36+00:00,2014-06-01 07:55:14+00:00
0AD42,"(114.0187, 22.541999999999998)","(114.081001, 22.5518)",2014-06-01 08:05:26+00:00,2014-06-01 08:25:07+00:00
0AD42,"(114.084, 22.548401000000002)","(114.077698, 22.534901)",2014-06-01 08:30:10+00:00,2014-06-01 08:38:41+00:00
0AD42,"(114.07599599999999, 22.540701000000002)","(114.032799, 22.526199)",2014-06-01 08:52:45+00:00,2014-06-01 09:06:30+00:00
0AD42,"(114.02570300000001, 22.5228)","(113.944702, 22.5082)",2014-06-01 09:10:12+00:00,2014-06-01 09:30:09+00:00
0AD42,"(113.936897, 22.5082)","(113.922699, 22.502701000000002)",2014-06-01 09:36:31+00:00,2014-06-01 09:45:51+00:00
0AD42,"(113.920197, 22.502501000000002)","(113.914803, 22.5355)",2014-06-01 09:46:39+00:00,2014-06-01 10:02:09+00:00
0AD42,"(113.910797, 22.535299)","(113.923798, 22.5229)",2014-06-01 10:06:13+00:00,2014-06-01 10:14:55+00:00
0AD42,"(113.922699, 22.519501)","(113.930901, 22.5452)",2014-06-01 10:15:23+00:00,2014-06-01 10:24:10+00:00
0AD42,"(113.91950200000001, 22.5399)","(114.04409799999999, 22.553301)",2014-06-01 10:31:14+00:00,2014-06-01 10:53:22+00:00
0AD42,"(114.008003, 22.536699)","(114.027199, 22.5308)",2014-06-01 12:03:00+00:00,2014-06-01 12:08:07+00:00
0AD42,"(114.032097, 22.5299)","(114.15969799999999, 22.5667)",2014-06-01 12:08:30+00:00,2014-06-01 12:30:42+00:00
0AD42,"(114.158699, 22.5667)","(114.114899, 22.5347)",2014-06-01 12:34:02+00:00,2014-06-01 12:45:33+00:00
0AD42,"(114.113998, 22.534401000000003)","(114.132896, 22.545799)",2014-06-01 12:47:50+00:00,2014-06-01 12:52:48+00:00
0AD42,"(114.134804, 22.546301)","(114.136803, 22.5669)",2014-06-01 12:54:00+00:00,2014-06-01 13:03:52+00:00
0AD42,"(114.13580300000001, 22.567301)","(114.138603, 22.574499)",2014-06-01 13:06:31+00:00,2014-06-01 13:16:48+00:00
0AD42,"(114.12359599999999, 22.576999999999998)","(114.116501, 22.578198999999998)",2014-06-01 13:27:17+00:00,2014-06-01 13:28:54+00:00
0AD42,"(114.111, 22.587799)","(114.124397, 22.558701)",2014-06-01 13:37:36+00:00,2014-06-01 13:45:20+00:00
0AD42,"(114.122803, 22.558001)","(114.0952, 22.540899)",2014-06-01 13:48:02+00:00,2014-06-01 14:07:33+00:00
0AD42,"(114.0951, 22.5415)","(114.167801, 22.566601000000002)",2014-06-01 14:08:22+00:00,2014-06-01 14:29:40+00:00
0AD42,"(114.168198, 22.5662)","(114.172501, 22.562599)",2014-06-01 14:31:52+00:00,2014-06-01 14:36:13+00:00
0AD42,"(114.165398, 22.566601000000002)","(114.113899, 22.5874)",2014-06-01 14:43:02+00:00,2014-06-01 15:00:07+00:00
0AD42,"(114.119003, 22.5905)","(114.12460300000001, 22.6364)",2014-06-01 15:01:36+00:00,2014-06-01 15:21:09+00:00
0AD42,"(114.115501, 22.602698999999998)","(114.1063, 22.541401)",2014-06-01 15:34:21+00:00,2014-06-01 15:52:06+00:00
0AD42,"(114.105103, 22.540899)","(114.0952, 22.540899)",2014-06-01 15:53:45+00:00,2014-06-01 15:57:54+00:00
0AD42,"(114.091698, 22.5415)","(114.059601, 22.520599)",2014-06-01 16:03:24+00:00,2014-06-01 16:13:39+00:00
0AD42,"(114.056503, 22.519699)","(114.01260400000001, 22.542299)",2014-06-01 16:15:35+00:00,2014-06-01 16:30:26+00:00
0AD42,"(114.011703, 22.544701)","(114.044601, 22.535)",2014-06-01 16:34:32+00:00,2014-06-01 16:46:17+00:00
0AD42,"(114.052696, 22.5256)","(114.055702, 22.514098999999998)",2014-06-01 18:44:16+00:00,2014-06-01 18:54:22+00:00
0AD42,"(114.058998, 22.519899)","(114.117699, 22.5382)",2014-06-01 19:05:49+00:00,2014-06-01 19:27:05+00:00
0AD42,"(114.113899, 22.537201)","(114.107201, 22.551399)",2014-06-01 19:28:34+00:00,2014-06-01 19:38:07+00:00
0AD42,"(114.104599, 22.5532)","(114.105499, 22.549801000000002)",2014-06-01 19:40:27+00:00,2014-06-01 19:43:14+00:00
0AD42,"(114.101601, 22.547898999999997)","(114.106003, 22.592699)",2014-06-01 19:44:53+00:00,2014-06-01 20:01:54+00:00
0AD42,"(114.1036, 22.5928)","(114.096497, 22.573)",2014-06-01 20:04:04+00:00,2014-06-01 20:10:49+00:00
0AD42,"(114.087502, 22.572001)","(114.102501, 22.5933)",2014-06-01 20:17:12+00:00,2014-06-01 20:26:59+00:00
0AD42,"(114.09929699999999, 22.5788)","(114.099503, 22.5438)",2014-06-01 21:04:47+00:00,2014-06-01 21:14:17+00:00
0AD42,"(114.099503, 22.5438)","(114.103996, 22.564501)",2014-06-01 21:15:04+00:00,2014-06-01 21:29:59+00:00
0AD42,"(114.103996, 22.569201)","(114.110901, 22.5378)",2014-06-01 21:31:09+00:00,2014-06-01 21:42:37+00:00
0AD42,"(114.113899, 22.531799)","(114.11889599999999, 22.539801)",2014-06-01 21:44:06+00:00,2014-06-01 21:47:46+00:00
0AD42,"(114.1185, 22.5403)","(114.125801, 22.544901)",2014-06-01 21:48:44+00:00,2014-06-01 21:54:34+00:00
0AD42,"(114.125999, 22.546801000000002)","(114.11460100000001, 22.585898999999998)",2014-06-01 21:55:09+00:00,2014-06-01 22:06:49+00:00
0AD42,"(114.11460100000001, 22.585898999999998)","(114.116997, 22.550301)",2014-06-01 22:08:08+00:00,2014-06-01 22:17:22+00:00
0AD42,"(114.116997, 22.550301)","(114.056999, 22.5277)",2014-06-01 22:17:44+00:00,2014-06-01 22:36:42+00:00
0AD42,"(114.056999, 22.5277)","(114.066704, 22.5264)",2014-06-01 22:37:06+00:00,2014-06-01 22:44:26+00:00
0AD42,"(114.067596, 22.5242)","(114.075897, 22.5581)",2014-06-01 22:49:08+00:00,2014-06-01 22:58:00+00:00
0AD42,"(114.086403, 22.557301000000002)","(114.095901, 22.559798999999998)",2014-06-01 22:59:03+00:00,2014-06-01 23:06:32+00:00
0AD42,"(114.09719799999999, 22.5599)","(114.099602, 22.543699)",2014-06-01 23:07:08+00:00,2014-06-01 23:14:39+00:00
0AD42,"(114.100899, 22.5436)","(114.093498, 22.543501000000003)",2014-06-01 23:15:19+00:00,2014-06-01 23:19:21+00:00
0AD42,"(114.093399, 22.5432)","(114.120003, 22.556101)",2014-06-01 23:21:51+00:00,2014-06-01 23:29:06+00:00
0AD42,"(114.128098, 22.556601)","(114.125702, 22.558598999999997)",2014-06-01 23:32:14+00:00,2014-06-01 23:38:30+00:00
0AD42,"(114.10790300000001, 22.5424)","(114.104401, 22.5527)",2014-06-01 23:42:19+00:00,2014-06-01 23:48:06+00:00
0AF42,"(113.978798, 22.5432)","(114.00610400000001, 22.548401000000002)",2014-06-01 00:48:50+00:00,2014-06-01 00:54:01+00:00
0AF42,"(114.04450200000001, 22.541901)","(114.039902, 22.5637)",2014-06-01 01:11:08+00:00,2014-06-01 01:18:19+00:00
0AF42,"(114.042801, 22.5585)","(114.035202, 22.5201)",2014-06-01 01:19:48+00:00,2014-06-01 01:27:36+00:00
0AF42,"(114.040199, 22.5184)","(114.113403, 22.542101000000002)",2014-06-01 01:30:51+00:00,2014-06-01 01:43:11+00:00
0AF42,"(114.121399, 22.547199)","(114.1175, 22.551001)",2014-06-01 02:47:34+00:00,2014-06-01 02:54:42+00:00
0AF42,"(114.1203, 22.5448)","(114.116302, 22.541901)",2014-06-01 03:03:41+00:00,2014-06-01 03:10:06+00:00
0AF42,"(114.1241, 22.5481)","(114.125702, 22.5497)",2014-06-01 03:23:43+00:00,2014-06-01 03:26:01+00:00
0AF42,"(114.120201, 22.544399)","(114.115601, 22.5905)",2014-06-01 03:34:53+00:00,2014-06-01 03:47:55+00:00
0AF42,"(114.118599, 22.5898)","(114.119598, 22.596901000000003)",2014-06-01 03:50:42+00:00,2014-06-01 03:55:28+00:00
0AF42,"(114.123199, 22.579201)","(114.12539699999999, 22.5795)",2014-06-01 04:05:00+00:00,2014-06-01 04:07:35+00:00
0AF42,"(114.132103, 22.5776)","(114.106499, 22.536501)",2014-06-01 04:12:52+00:00,2014-06-01 04:25:14+00:00
0AF42,"(114.110802, 22.538401)","(114.1175, 22.621799)",2014-06-01 04:27:41+00:00,2014-06-01 04:40:43+00:00
0AF42,"(114.107597, 22.5732)","(114.05390200000001, 22.5313)",2014-06-01 04:50:14+00:00,2014-06-01 05:12:21+00:00
0AF42,"(114.16100300000001, 22.5627)","(114.11419699999999, 22.534401000000003)",2014-06-01 07:46:37+00:00,2014-06-01 08:00:29+00:00
0AF42,"(114.1381, 22.552099)","(114.148804, 22.555799)",2014-06-01 08:13:17+00:00,2014-06-01 08:28:55+00:00
0AF42,"(114.143303, 22.551201000000002)","(114.302803, 22.6052)",2014-06-01 08:38:18+00:00,2014-06-01 09:21:23+00:00
0AF42,"(114.302399, 22.5965)","(114.30390200000001, 22.603001000000003)",2014-06-01 09:28:48+00:00,2014-06-01 09:36:15+00:00
0AF42,"(114.306099, 22.6012)","(114.303101, 22.596999999999998)",2014-06-01 09:37:15+00:00,2014-06-01 09:39:27+00:00
0AF42,"(114.2976, 22.5982)","(114.302803, 22.605101)",2014-06-01 09:42:41+00:00,2014-06-01 09:48:07+00:00
0AF42,"(114.3013, 22.6029)","(114.302902, 22.6035)",2014-06-01 09:54:52+00:00,2014-06-01 09:58:35+00:00
0AF42,"(114.2976, 22.598499)","(114.1138, 22.540701000000002)",2014-06-01 10:08:14+00:00,2014-06-01 10:41:27+00:00
0AF42,"(114.110497, 22.5471)","(114.113098, 22.5343)",2014-06-01 10:43:08+00:00,2014-06-01 11:05:22+00:00
0AF42,"(114.114304, 22.5357)","(114.121399, 22.5397)",2014-06-01 11:06:57+00:00,2014-06-01 11:11:13+00:00
0AF42,"(114.119904, 22.538601)","(114.11419699999999, 22.5345)",2014-06-01 11:11:55+00:00,2014-06-01 11:17:35+00:00
0AF42,"(114.115997, 22.535601)","(114.084099, 22.5411)",2014-06-01 11:19:33+00:00,2014-06-01 11:28:59+00:00
0AF42,"(114.088699, 22.5418)","(114.1017, 22.546101)",2014-06-01 11:30:43+00:00,2014-06-01 11:45:45+00:00
0AF42,"(114.102501, 22.5861)","(114.114998, 22.551701)",2014-06-01 13:17:08+00:00,2014-06-01 13:33:44+00:00
0AF42,"(114.115196, 22.553301)","(114.026802, 22.612101000000003)",2014-06-01 13:34:20+00:00,2014-06-01 13:59:42+00:00
0AF42,"(114.027199, 22.6106)","(114.028503, 22.621599)",2014-06-01 14:02:20+00:00,2014-06-01 14:09:24+00:00
0AF42,"(114.034897, 22.6224)","(114.036102, 22.619699)",2014-06-01 14:15:18+00:00,2014-06-01 14:22:05+00:00
0AF42,"(114.039101, 22.613501)","(114.041801, 22.560499)",2014-06-01 14:22:59+00:00,2014-06-01 14:45:41+00:00
0AF42,"(114.040001, 22.5637)","(114.031601, 22.608601)",2014-06-01 14:46:41+00:00,2014-06-01 15:01:24+00:00
0AF42,"(114.046501, 22.5954)","(114.05100300000001, 22.5497)",2014-06-01 15:18:13+00:00,2014-06-01 15:31:54+00:00
0AF42,"(114.051201, 22.547501)","(114.07869699999999, 22.5338)",2014-06-01 15:40:16+00:00,2014-06-01 16:02:45+00:00
0AF42,"(114.079498, 22.5354)","(114.026604, 22.612)",2014-06-01 16:08:28+00:00,2014-06-01 16:43:52+00:00
0AF42,"(114.052399, 22.5924)","(114.116096, 22.603399)",2014-06-01 16:55:06+00:00,2014-06-01 17:18:46+00:00
0AF42,"(114.148399, 22.555901000000002)","(114.124702, 22.549)",2014-06-01 19:31:42+00:00,2014-06-01 19:41:16+00:00
0AF42,"(114.114899, 22.545799)","(114.099098, 22.5627)",2014-06-01 19:47:07+00:00,2014-06-01 19:59:51+00:00
0AF42,"(114.0989, 22.564899)","(114.137001, 22.569201)",2014-06-01 20:00:21+00:00,2014-06-01 20:08:38+00:00
0AF42,"(114.137497, 22.568399)","(114.158699, 22.611)",2014-06-01 20:09:53+00:00,2014-06-01 20:22:42+00:00
0AF42,"(114.157501, 22.614)","(114.143799, 22.6134)",2014-06-01 20:25:58+00:00,2014-06-01 20:38:31+00:00
0AF42,"(114.140404, 22.614901)","(113.963799, 22.543301)",2014-06-01 20:43:24+00:00,2014-06-01 21:32:18+00:00
0AF42,"(113.963699, 22.542601)","(113.95099599999999, 22.562599)",2014-06-01 21:33:53+00:00,2014-06-01 21:41:13+00:00
0AF42,"(113.9524, 22.563299)","(114.053299, 22.604601000000002)",2014-06-01 21:42:53+00:00,2014-06-01 22:06:35+00:00
0AF42,"(114.043999, 22.5982)","(114.04920200000001, 22.5672)",2014-06-01 22:13:07+00:00,2014-06-01 22:21:24+00:00
0AF42,"(114.059601, 22.5711)","(114.059898, 22.5711)",2014-06-01 22:33:01+00:00,2014-06-01 22:34:04+00:00
0AF42,"(114.058601, 22.567698999999998)","(113.904503, 22.5161)",2014-06-01 22:36:30+00:00,2014-06-01 22:59:06+00:00
0AF42,"(113.91190300000001, 22.5193)","(114.029602, 22.663601)",2014-06-01 23:05:11+00:00,2014-06-01 23:44:39+00:00
0AF47,"(114.1455, 22.613701000000002)","(114.142601, 22.616899)",2014-06-01 00:11:38+00:00,2014-06-01 00:16:30+00:00
